,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,CLTV
4324,90018,Male,1,1,0,18,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),59.1,0,2422
4325,90019,Female,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,0,4312
4326,90021,Female,0,0,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0,4476
4327,90022,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.55,0,3503
4328,90025,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.3,0,5706
4329,90026,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,0,4063
4330,90027,Female,0,1,0,18,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.3,0,3740
4331,90029,Male,0,1,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,0,2019
4332,90032,Male,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,0,2558
4333,90034,Male,0,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.0,0,4408
4334,90035,Female,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,0,5153
4335,90036,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,0,4989
4336,90038,Female,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.0,0,5436
4337,90040,Female,1,0,0,49,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.8,0,5651
4338,90041,Male,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,0,2290
4339,90042,Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.1,0,4545
4340,90044,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,101.35,0,4497
4341,90045,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.05,0,5039
4342,90046,Male,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.9,0,4076
4343,90047,Female,1,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.9,0,5479
4344,90058,Male,0,1,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.05,0,2540
4345,90059,Female,0,0,0,54,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),44.1,0,6205
4346,90061,Female,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),90.2,0,4095
4347,90064,Male,0,0,0,27,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.45,0,2191
4348,90065,Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,0,3632
4349,90067,Female,1,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),74.65,0,5113
4350,90069,Male,0,1,0,57,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),57.5,0,4133
4351,90077,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,0,5596
4352,90201,Male,0,1,0,31,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,93.8,0,2510
4353,90210,Male,0,0,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.25,0,4624
4354,90211,Female,0,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.15,0,3924
4355,90212,Female,1,0,0,11,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,55.6,0,5014
4356,90220,Female,0,1,1,53,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.7,0,4116
4357,90222,Male,1,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,0,5838
4358,90240,Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,0,5789
4359,90241,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,0,3160
4360,90242,Male,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,0,4187
4361,90245,Male,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,84.45,0,6297
4362,90247,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,0,3009
4363,90249,Female,0,0,0,41,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.85,0,5556
4364,90250,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,0,6425
4365,90262,Female,0,1,0,58,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,68.4,0,5269
4366,90263,Female,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,0,2100
4367,90265,Female,0,1,0,65,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.15,0,6205
4368,90266,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,0,3530
4369,90270,Male,0,1,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.95,0,4838
4370,90272,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.0,0,4345
4371,90274,Female,0,1,1,58,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,44.1,0,5040
4372,90275,Male,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.6,0,4697
4373,90277,Male,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,61.55,0,5156
4374,90278,Male,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),90.7,0,5496
4375,90280,Female,0,1,1,58,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),99.25,0,4098
4376,90290,Female,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,91.7,0,4113
4377,90291,Female,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,0,4804
4378,90292,Female,0,0,0,42,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),78.45,0,3192
4379,90293,Male,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),84.3,0,4612
4380,90301,Female,0,0,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.55,0,5764
4381,90303,Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,0,4344
4382,90304,Female,0,0,1,35,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Credit card (automatic),55.6,0,5964
4383,90305,Female,0,1,1,64,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),86.8,0,4915
4384,90401,Female,0,0,0,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.95,0,5772
4385,90402,Female,1,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,0,4934
4386,90404,Female,1,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.65,0,6146
4387,90502,Male,0,1,1,2,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,59.5,0,5613
4388,90503,Female,0,1,1,29,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),87.8,0,4780
4389,90504,Female,0,0,0,47,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,41.9,0,2540
4390,90601,Male,0,0,1,12,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,69.85,0,5796
4391,90602,Female,0,1,1,8,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.3,0,3135
4392,90603,Male,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,109.55,0,6130
4393,90604,Male,0,1,1,69,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.15,0,5817
4394,90605,Female,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.5,0,3866
4395,90606,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),97.0,0,6302
4396,90620,Female,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),58.35,0,4093
4397,90630,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,0,5195
4398,90638,Female,0,1,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,0,2058
4399,90650,Female,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,0,4670
4400,90660,Male,0,0,1,53,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.95,0,4523
4401,90680,Female,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,0,5072
4402,90701,Male,0,0,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,0,5364
4403,90703,Female,0,0,0,11,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,54.6,0,2573
4404,90704,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.3,0,2274
4405,90706,Male,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,0,4761
4406,90710,Female,0,0,0,41,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Credit card (automatic),56.3,0,2994
4407,90715,Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.55,0,6009
4408,90716,Female,0,1,1,34,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,0,4522
4409,90717,Male,0,0,0,29,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,0,4580
4410,90720,Male,1,1,0,40,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),98.15,0,4332
4411,90723,Male,0,1,0,36,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.35,0,3314
4412,90731,Female,0,1,0,46,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,103.15,0,3517
4413,90732,Female,0,0,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,0,5121
4414,90740,Male,0,0,0,39,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,0,Credit card (automatic),81.4,0,4104
4415,90743,Female,0,1,1,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,0,4415
4416,90744,Male,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.8,0,5291
4417,90745,Male,1,1,0,65,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.95,0,4871
4418,90746,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.95,0,3256
4419,90802,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,0,4252
4420,90803,Female,1,1,1,29,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,35.65,0,4107
4421,90805,Female,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,0,6322
4422,90806,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,0,5279
4423,90808,Female,0,1,1,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,25.1,0,5851
4424,90810,Female,0,1,0,48,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,0,3468
4425,90813,Female,0,1,1,55,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.7,0,4149
4426,90815,Male,0,0,0,37,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,0,3194
4427,90822,Female,0,1,0,31,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,0,4283
4428,91001,Male,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.9,0,3200
4429,91006,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,0,4185
4430,91010,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,0,2004
4431,91011,Female,1,0,0,15,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.5,0,4173
4432,91016,Male,0,1,1,8,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),51.3,0,2545
4433,91020,Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.1,0,5707
4434,91024,Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.75,0,5128
4435,91040,Male,1,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.75,0,4978
4436,91042,Female,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,0,2843
4437,91101,Male,1,1,0,65,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.75,0,4368
4438,91103,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.15,0,5033
4439,91104,Female,0,0,0,23,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,78.55,0,3127
4440,91106,Male,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,0,4442
4441,91107,Female,0,0,0,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,50.7,0,4288
4442,91108,Male,0,0,0,19,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.0,0,4519
4443,91201,Female,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,77.8,0,4228
4444,91202,Female,1,1,0,38,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.45,0,2768
4445,91204,Male,0,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.8,0,5022
4446,91205,Female,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,0,4529
4447,91206,Male,0,0,0,9,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,59.9,0,5414
4448,91207,Female,0,1,0,26,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),90.1,0,2068
4449,91214,Male,0,1,0,44,1,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,70.95,0,3678
4450,91301,Female,0,0,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.2,0,4699
4451,91302,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),46.6,0,5096
4452,91306,Male,0,0,0,25,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.3,0,4815
4453,91307,Female,1,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.3,0,2901
4454,91320,Female,0,1,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.3,0,6166
4455,91321,Female,0,1,1,59,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,76.45,0,5978
4456,91324,Male,0,0,0,44,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,54.0,0,4256
4457,91325,Male,0,0,0,66,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.25,0,4915
4458,91326,Male,0,1,1,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,0,4165
4459,91331,Male,0,0,0,9,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,0,5473
4460,91335,Male,0,0,0,19,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.75,0,5157
4461,91340,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,0,4987
4462,91342,Female,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),113.65,0,6424
4463,91343,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.9,0,2451
4464,91344,Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.25,0,2332
4465,91345,Male,0,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.6,0,4610
4466,91350,Male,1,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.0,0,5896
4467,91351,Male,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,0,4075
4468,91352,Male,0,1,1,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.6,0,5756
4469,91354,Male,0,0,0,17,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,0,3190
4470,91360,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,0,2133
4471,91361,Male,1,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,0,4556
4472,91362,Female,0,1,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.6,0,4298
4473,91364,Female,0,1,1,57,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,53.45,0,5660
4474,91367,Male,0,1,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,0,5137
4475,91377,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),112.1,0,4272
4476,91405,Male,1,1,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.2,0,3170
4477,91406,Female,0,0,0,17,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,69.0,0,4439
4478,91411,Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.35,0,2017
4479,91436,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.8,0,5270
4480,91502,Male,0,1,1,64,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.2,0,5543
4481,91504,Female,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,79.15,0,2742
4482,91505,Male,0,1,1,25,1,No,DSL,No,Yes,Yes,No,No,No,One year,0,Mailed check,53.65,0,5854
4483,91506,Male,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),100.2,0,5502
4484,91602,Female,0,1,1,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),108.65,0,5730
4485,91604,Female,0,1,0,49,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),40.65,0,5565
4486,91605,Male,0,1,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),55.35,0,5138
4487,91606,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),105.6,0,5981
4488,91701,Female,0,0,0,50,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.7,0,4164
4489,91702,Male,0,1,0,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,83.2,0,5350
4490,91706,Male,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.05,0,4666
4491,91709,Male,0,0,0,71,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),97.65,0,5319
4492,91710,Male,0,1,1,61,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),68.05,0,4436
4493,91723,Male,0,0,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),102.1,0,5228
4494,91724,Male,0,0,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.4,0,5822
4495,91730,Female,0,0,1,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,0,4668
4496,91732,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,0,3461
4497,91733,Female,1,0,0,33,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),59.45,0,3116
4498,91737,Male,0,1,1,28,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Bank transfer (automatic),92.2,0,5116
4499,91739,Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,0,2176
4500,91740,Male,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.9,0,3565
4501,91745,Male,1,0,0,30,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.5,0,5983
4502,91746,Male,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,0,Credit card (automatic),90.45,0,4616
4503,91750,Female,0,0,1,53,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,84.6,0,4733
4504,91754,Female,0,0,0,21,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.15,0,5324
4505,91755,Male,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,0,2221
4506,91759,Male,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,0,2856
4507,91761,Female,0,0,0,35,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,62.1,0,5315
4508,91762,Female,1,0,0,32,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.5,0,3041
4509,91763,Female,0,1,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.55,0,3948
4510,91764,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.35,0,2183
4511,91765,Male,0,0,0,59,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,51.7,0,6107
4512,91766,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),23.3,0,4152
4513,91768,Female,0,0,0,40,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,65.1,0,3885
4514,91770,Male,0,1,1,40,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.2,0,5370
4515,91775,Male,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),74.5,0,6382
4516,91776,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.5,0,2032
4517,91780,Male,0,1,1,40,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,60.3,0,3724
