,Zip Code,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Churn,CLTV,Gender_Female,Gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes
3165,90403,1,0,0,0.4734974379475937,1,0,0.33527057989148673,0,-0.9697720458868013,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3166,90404,0,1,1,0.8806721657277337,1,1,0.5047618400229301,0,-0.011238471977506836,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3167,90405,0,0,0,1.4507167846199296,1,0,-1.4859296270110782,0,1.1324087286391382,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3168,90501,0,0,0,-0.5037219087247422,1,0,-1.5075314542827327,0,0.47140938578458064,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3169,90502,0,1,0,0.7178022746156777,1,0,-0.327739349446217,0,-0.06618087259840996,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3170,90503,0,0,0,1.0435420568397897,1,1,-1.339701873172186,0,1.7663595050341743,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3171,90504,0,1,1,0.1070401829454677,1,1,0.8271275700768514,0,-1.5031359657604917,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3172,90505,0,0,0,-1.2366364187289942,1,1,-0.6434583634165522,0,0.4764809919957409,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3173,90601,0,1,0,1.2471294207298596,1,0,0.3635191232467275,0,0.6024258795728881,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
3174,90602,0,1,0,1.0435420568397897,1,1,1.5250327588533819,0,0.30489164851815115,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
3175,90603,0,1,0,-0.21869959927864427,1,1,-1.4693128368021133,0,-1.8015154645170885,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3176,90604,0,1,0,1.5728692029539715,1,1,1.674583870734067,0,-0.21663852352949853,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3177,90605,0,0,0,1.2471294207298596,1,0,-0.2064367809207725,0,1.6159018541030856,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
3178,90606,0,1,0,1.5728692029539715,1,1,0.9467684595813993,0,1.3817627006878523,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3179,90630,0,1,1,1.4507167846199296,1,1,-1.509193133303629,0,1.6082944447863452,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3180,90631,0,1,1,-1.2773538915070082,1,1,-0.5321258690164866,0,0.5643888329891859,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3181,90638,1,0,0,1.3285643662858877,1,1,1.4718590301846934,0,1.091835878949856,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3182,90640,1,1,0,1.6135866757319857,1,1,-1.3214234039423245,0,-0.2918673489950428,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3183,90650,0,0,0,-0.17798212650063028,1,1,-0.327739349446217,0,-1.280830560171299,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3184,90660,0,1,1,1.6135866757319857,1,0,-1.3297317990468072,0,-0.18198254775323655,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3185,90670,0,0,0,-1.2366364187289942,1,1,0.8769779407037465,0,-1.4490388328414485,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3186,90701,1,1,0,1.1249770023958177,1,1,1.3156612022204224,0,-0.30454636452294354,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
3187,90703,1,0,0,-0.25941707205665826,1,1,0.042815072213702655,0,-0.9934395415388827,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3188,90710,0,1,0,1.4507167846199296,1,1,0.9118732001425729,0,0.04285866094153624,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3189,90713,1,1,0,0.39206249239156565,1,1,1.3439097455756632,0,0.9912490224285102,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
3190,90715,0,1,0,1.0028245840617755,1,1,-1.5008847381991466,0,1.4062754640417938,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3191,90716,0,1,0,0.8806721657277337,0,0,-1.1419620696855024,0,0.31926119944977194,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3192,90720,0,1,0,0.4734974379475937,1,1,-0.10839771868787884,0,-1.9790216819076987,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3193,90723,0,1,1,0.39206249239156565,1,1,0.15414756661376852,0,0.25417558640654825,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
3194,90731,0,1,1,1.6135866757319857,1,0,-1.3297317990468072,0,1.5482804379542818,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3195,90732,0,1,0,1.5728692029539715,1,0,0.8736545826619532,0,0.2059953274005255,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3196,90742,0,1,0,-0.38156949039070026,1,1,0.2953902833899711,0,-1.5301845322200132,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3197,90743,0,0,0,-0.09654718094460228,1,0,-1.5075314542827327,0,-0.3501908204233861,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3198,90744,0,0,0,0.1070401829454677,1,0,-1.2815431074408083,0,0.015810094482014703,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3199,90746,0,0,0,-1.2773538915070082,1,1,-0.6949704130643436,0,1.2786400410609264,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3200,90802,0,0,0,-0.4222869631687143,1,1,0.16411764073914742,0,0.36997726156137484,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3201,90803,0,1,0,-1.0330490548389242,0,0,-0.8711083892793728,0,-0.8920074173156769,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3202,90804,0,0,0,0.1477576557234817,0,1,-0.38755979419849096,0,-1.3940964322205456,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
3203,90805,0,1,1,0.06632271016745371,1,0,-1.4659894787603203,0,0.5905921317468474,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3204,90806,0,1,0,1.6135866757319857,1,0,-0.010358656454985184,0,1.6311166727365665,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3205,90807,0,1,1,0.1477576557234817,1,0,-1.3181000459005314,0,-1.1498140663829917,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3206,90814,0,1,1,1.5728692029539715,1,1,1.0099122623754666,0,1.0537988323661538,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
3207,90815,1,0,0,-0.38156949039070026,1,1,0.4848216917721718,0,-0.7119653968194867,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3208,90822,0,1,0,-0.6258743270587842,1,1,1.0597626330023615,0,0.6996316652867935,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
3209,91001,0,0,0,-1.2773538915070082,1,1,0.35687240716314145,0,-1.2225070887429557,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3210,91006,0,1,1,-0.8294616909488542,1,0,-1.4975613801573535,0,0.5948184702561476,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3211,91007,0,1,0,1.6135866757319857,1,0,-1.4709745158230096,0,1.6074491770844852,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3212,91010,0,0,0,-1.2773538915070082,1,0,-1.5141781703663186,0,0.1933163118726248,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3213,91011,1,1,0,1.6135866757319857,1,0,1.116259719712842,0,1.4536104553459566,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3214,91016,0,1,1,1.1249770023958177,1,0,0.3186537896825217,0,0.5914373994487074,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3215,91020,0,1,0,1.1656944751738316,0,0,-0.4457185599298685,0,-0.2039595080015978,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
3216,91024,0,1,0,-1.0737665276169381,1,0,-0.6351499683120697,0,-0.14648130427511452,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3217,91101,0,1,1,1.6135866757319857,1,0,-1.4776212319065958,0,0.7309065702556153,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3218,91103,0,0,0,-0.015112235388574289,1,1,-0.3510028557387679,0,0.04539446404711638,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3219,91104,0,1,0,1.3285643662858877,1,1,0.8603611504947815,0,1.654784168388648,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3220,91105,0,1,1,0.5142149107256077,0,1,-0.4606736711179371,0,-0.3916089378145285,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3221,91106,0,0,0,0.39206249239156565,1,0,-1.3197617249214282,0,-0.5446023918511972,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3222,91107,0,0,0,-0.9923315820609102,1,1,0.33527057989148673,0,0.9413782280187674,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3223,91108,0,0,1,-0.015112235388574289,1,0,-1.4709745158230096,0,-1.087264256445348,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3224,91201,1,1,0,-0.4222869631687143,1,1,-0.040268878831122394,0,-1.913936068864475,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3225,91203,0,0,0,-1.2773538915070082,1,0,-0.5587127333508305,0,0.584675257833827,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3226,91205,0,1,0,-1.2773538915070082,1,1,-0.6567517955837242,0,1.0723947218070748,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3227,91208,1,0,0,0.8806721657277337,1,1,0.8404210022440232,0,0.7030127360942338,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3228,91214,0,0,0,-1.1552014731729663,1,1,-1.3114533298169457,0,-0.5006484713544747,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3229,91302,0,1,0,0.9621071112837616,1,0,-1.3446869102348757,0,0.5508645497594251,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3230,91303,0,0,0,0.5142149107256077,1,1,0.37182751835121003,0,-1.8725179514733328,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
3231,91304,0,1,1,1.5728692029539715,1,0,-1.4975613801573535,0,1.2854021826758069,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3232,91306,0,1,0,1.0842595296178037,1,0,0.05444682535997845,0,1.7173339783262915,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
3233,91307,0,0,0,1.4914342573979436,0,1,-0.9641624144495768,0,-0.3020105614173634,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3234,91311,0,0,0,-0.5444393815027563,1,0,-1.5274716025334907,0,-1.2546272614136376,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3235,91316,0,1,1,0.9213896385057476,1,0,-1.5075314542827327,0,0.8162786081434802,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3236,91320,0,0,0,0.2291926012795097,1,0,-1.5108548123245258,0,0.25755665721398846,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3237,91324,1,1,0,0.5956498562816357,1,1,0.08934208479880487,0,-0.2758072626597019,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3238,91340,0,1,1,0.5549323835036216,1,1,-1.4842679479901817,0,-0.8522798353282547,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3239,91343,0,1,0,1.3285643662858877,1,0,-0.19480502777449693,0,1.0622515093847542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
3240,91350,0,1,1,1.5728692029539715,1,0,-1.5058697752618362,0,0.9270086770871465,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3241,91352,1,0,0,0.7992372201717056,0,1,-0.47396710328510905,0,0.6632851541068115,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
3242,91354,0,1,0,-1.0737665276169381,1,0,-1.3181000459005314,0,0.6429987292621704,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3243,91355,1,1,0,-0.25941707205665826,1,0,-0.13498458302222277,0,-1.6045680899836974,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
3244,91356,1,0,0,0.6363673290596497,1,1,1.1378615469844968,0,-1.1320634446439306,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3245,91360,0,1,1,1.2878468935078735,1,1,1.3173228812413191,0,0.619331233610089,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3246,91362,0,0,0,-1.2773538915070082,1,1,-0.6883236969807578,0,1.288783253483247,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3247,91364,0,1,1,1.6135866757319857,1,0,-1.3513336263184614,0,-0.11520639930629274,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3248,91367,0,0,0,-1.2773538915070082,1,1,-0.6384733263538628,0,-1.0373934620356051,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3249,91377,0,1,1,0.7585197473936917,1,1,0.9650469288112608,0,0.8931979690127446,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3250,91381,0,1,1,0.3513450196135517,1,0,-1.4975613801573535,0,-1.2664610092396782,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3251,91384,0,1,0,1.6135866757319857,1,1,0.19568954213618103,0,0.6556777447900711,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
3252,91401,0,1,0,0.4327799651695797,1,0,0.7207801127394753,0,-1.0906453272527883,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3253,91402,0,1,0,1.6135866757319857,1,1,1.63968861129524,0,0.47732625969760095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3254,91403,0,1,0,0.5956498562816357,1,1,1.011573941396363,0,0.48746947211992153,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3255,91405,0,0,0,1.6135866757319857,1,0,0.7905706316171282,0,1.7477636155932532,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3256,91406,0,0,0,-1.1959189459509803,1,1,-1.4626661207185272,0,-1.685713789362262,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3257,91436,0,0,0,-0.25941707205665826,0,1,-0.6683835487299997,0,0.09441999075499917,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3258,91501,0,1,1,-0.1372646537226163,1,1,-0.15160137323118777,0,0.9439140311243475,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3259,91504,0,0,0,-0.21869959927864427,1,0,-0.30946088021635537,0,-0.6629398701116039,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3260,91505,0,1,1,-0.34085201761268624,1,1,0.18405778898990524,0,-0.8801736694896363,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3261,91506,0,1,0,1.4099993118419156,1,1,-0.14495465714760192,0,0.8078259311248798,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
3262,91602,0,0,0,-0.38156949039070026,1,0,-0.29782912707008,0,-1.6071038930892776,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3263,91604,0,0,0,-0.7480267453928262,0,1,-1.1186985633929514,0,-0.8049448440240919,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3264,91607,1,0,0,-1.1552014731729663,0,1,-0.45901199209704047,0,-1.9409846353239966,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3265,91701,0,0,1,-0.6665917998367983,1,1,0.14417749248838913,0,0.6522966739826309,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3266,91702,0,1,0,0.5549323835036216,0,1,-0.6916470550225506,0,0.3530719075241739,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3267,91706,0,0,0,1.4507167846199296,1,1,0.7224417917603717,0,-0.10168211607653198,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3268,91709,0,0,0,0.2291926012795097,1,0,0.17242603584362992,0,1.232150317458624,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
3269,91722,0,0,0,-0.6258743270587842,1,1,0.8703312246201603,0,1.0876095404405557,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3270,91723,0,1,1,-1.1552014731729663,1,0,-1.4909146640737678,0,-1.735584583772005,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3271,91724,0,0,0,-0.8294616909488542,1,0,-1.4826062689692852,0,0.19247104417076474,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3272,91730,0,1,0,1.6135866757319857,1,1,0.8586994714738846,0,0.10794427398475995,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
3273,91731,0,0,0,-1.1959189459509803,1,1,0.9052264840589868,0,-0.046739715455628855,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3274,91733,0,0,0,0.3513450196135517,1,1,-1.326408441005014,0,-1.1083959489918491,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3275,91737,0,0,0,0.31062754683553767,0,0,-0.9558540193450944,0,0.7799320969634982,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3276,91739,0,0,0,-1.0330490548389242,1,1,0.45657314841693153,0,-0.6756188856395047,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3277,91740,0,0,0,1.4914342573979436,1,0,-1.489252985052871,0,-0.06110926638724967,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3278,91741,0,1,0,-1.0330490548389242,1,0,-1.4659894787603203,0,-1.2901285048917597,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3279,91744,0,1,1,-1.114484000394952,0,1,-1.1386387116437096,0,1.3293561031725294,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3280,91745,0,1,1,1.6135866757319857,1,0,1.3738199679518,0,0.6303197137342696,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
3281,91746,0,1,0,0.4734974379475937,1,1,-1.4709745158230096,0,-1.1050148781844091,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3282,91748,0,0,0,1.3285643662858877,1,1,1.021544015521742,0,1.481504289507338,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
3283,91750,0,0,0,-1.1959189459509803,1,0,-0.005373619392295965,0,0.741049782677936,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3284,91752,0,0,0,-0.34085201761268624,1,1,-0.454026955034351,0,-1.5935796098595167,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3285,91755,1,1,0,1.6135866757319857,1,0,0.8088491008469896,0,0.1916257764689047,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
